DisplayName,NormalizedName,alpha
Food & Nutrition Research,food & nutrition research,0.023370035986858405
Scandinavian Journal of Infectious Diseases,scandinavian journal of infectious diseases,0.058252017970750074
Anthropology & Medicine,anthropology & medicine,0.013836477987421384
Journal of Mathematical Economics,journal of mathematical economics,0.7014795474325501
Bulletin of the National Museum of Japanese History,bulletin of the national museum of japanese history,0.32923076923076927
Kafkas Universitesi Veteriner Fakultesi Dergisi,kafkas universitesi veteriner fakultesi dergisi,0.016349852374492126
IET Biometrics,iet biometrics,0.032394134124237924
Applied Informatics,applied informatics,0.18701870187018707
MRS Proceedings,mrs proceedings,0.01352036485051534
"Transactions of the VŠB: Technical University of Ostrava, Safety Engineering Series",transactions of the vsb technical university of ostrava safety engineering series,0.08423423423423418
Bibliotecas: Anales de Investigación,bibliotecas anales de investigacion,-0.4082397003745319
Revista Portuguesa de Investigação Comportamental e Social,revista portuguesa de investigacao comportamental e social,0.02544529262086513
ILIRIA International Review,iliria international review,0.05932721712538222
Motricidade,motricidade,0.03558856258650529
Pharmaciana,pharmaciana,-0.0196078431372549
International Journal of Medicine and Medical Research,international journal of medicine and medical research,-0.23466666666666675
International Journal of Recycling of Organic Waste in Agriculture,international journal of recycling of organic waste in agriculture,-0.2434782608695652
Journal of Agriculture and Environment for International Development,journal of agriculture and environment for international development,0.0773542600896861
Jurnal Ners,jurnal ners,0.12698412698412698
International Journal of STEM Education,international journal of stem education,0.06057692307692307
Otkrytoe Obrazovanie (Moskva),otkrytoe obrazovanie (moskva),0.3333333333333334
Cuadernos de Geografía: Revista Colombiana de Geografía,cuadernos de geografia revista colombiana de geografia,-0.07838660578386603
Casopís lékar̆ů c̆eských,casopis lekaru ceskych,0.09165302806276435
Tüberküloz ve toraks,tuberkuloz ve toraks,0.04187324005939133
Agricultural and biological chemistry,agricultural and biological chemistry,0.31065759637188206
"Art, Design and Communication in Higher Education",art design and communication in higher education,-0.25000000000000006
Zimbabwe Journal of Educational Research,zimbabwe journal of educational research,-0.2520325203252033
Journal of the Korean wood science and technology,journal of the korean wood science and technology,-0.01847304210940575
Journal of Natural Sciences Research,journal of natural sciences research,-0.008365188834154358
International Journal of Business Administration,international journal of business administration,-0.16255144032921814
The Japanese Journal of Behaviormetrics,the japanese journal of behaviormetrics,0.00410985971151947
Human antibodies,human antibodies,0.009306701628346122
Russian journal of theriology,russian journal of theriology,-0.006873398710133401
The Pharma Research,the pharma research,-0.07989886219974711
Journal für Kardiologie - Austrian Journal of Cardiology,journal fur kardiologie austrian journal of cardiology,-0.002349479419478396
Clinical spine surgery,clinical spine surgery,0.2113289760348584
Technical report of IEICE. VLD,technical report of ieice vld,-0.08257956448911223
Shahid Beheshti University Dental Journal,shahid beheshti university dental journal,-0.03270987385819923
Journal of US-China Medical Science,journal of us china medical science,0.02966831253371205
Journal of Animal Production Advances,journal of animal production advances,-0.0028532126839943086
Dermatology practical & conceptual,dermatology practical & conceptual,0.004983258928571427
British Journal of Psychiatry Open,british journal of psychiatry open,-0.07380348409760173
Journal of Low Power Electronics and Applications,journal of low power electronics and applications,-0.0700700280112045
African Journal of Agricultural and Resource Economics,african journal of agricultural and resource economics,0.08721162253332805
INMATEH-Agricultural Engineering,inmateh agricultural engineering,0.015243790094300115
Nanotechnology and Precision Engineering,nanotechnology and precision engineering,-0.37321937321937326
Official Journal of the Italian Society of Psychopathology,official journal of the italian society of psychopathology,0.18279489895100473
Jurnal Kelautan: Indonesian Journal of Marine Science and Technology,jurnal kelautan indonesian journal of marine science and technology,0.2699724517906336
DESIDOC Journal of Library & Information Technology,desidoc journal of library & information technology,-0.16344086021505377
TRANSACTIONS OF THE JAPAN FLUID POWER SYSTEM SOCIETY,transactions of the japan fluid power system society,-0.03508843537414965
JMPHC. Journal of Management and Primary Health Care,jmphc journal of management and primary health care,0.07839243498817966
International Journal of Developmental and Educational Psychology. Revista INFAD de psicología,international journal of developmental and educational psychology revista infad de psicologia,0.016196954972465184
Natural Science: Journal of Science and Technology,natural science journal of science and technology,0.11168831168831174
Journal of paramedical sciences,journal of paramedical sciences,0.06221303948576677
Journal of Military Medicine,journal of military medicine,0.05594640638016031
Gadjah Mada International Journal of Business,gadjah mada international journal of business,0.13333333333333336
"Geopolitics, History, and International Relations",geopolitics history and international relations,0.04065040650406504
Revista Iberoamericana de Fisioterapia y Kinesiología,revista iberoamericana de fisioterapia y kinesiologia,-0.061574344023323596
Actualités Pharmaceutiques,actualites pharmaceutiques,0.31724137931034485
European Journal of Industrial Relations,european journal of industrial relations,0.47080679405520165
Journal of Clinical Psychology,journal of clinical psychology,-0.007119607189426693
Journal of Raman Spectroscopy,journal of raman spectroscopy,0.03751770041254116
Journal of Population Ageing,journal of population ageing,0.11060519825460068
IEEE Transactions on Biomedical Engineering,ieee transactions on biomedical engineering,0.010130511135469486
Obesity Surgery,obesity surgery,-0.011425376561639746
Genetic Vaccines and Therapy,genetic vaccines and therapy,-0.01944313426511569
BMC Bioinformatics,bmc bioinformatics,0.05094828741473808
"Group Dynamics: Theory, Research, and Practice",group dynamics theory research and practice,0.010778443113772442
Australian Journal of Entomology,australian journal of entomology,0.1553943833943834
Protection of Metals and Physical Chemistry of Surfaces,protection of metals and physical chemistry of surfaces,0.026358319303502565
